Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category,Borough
aliscafo Napoli Procida,50405aaae4b0f30040ff3235,40.84072883542545,14.27223485049663,Boat or Ferry,Mercato
Bar Fontana,4d850fa3f9f3a1cd91c7c364,40.844374963249614,14.271735119923832,Bar,Mercato
Aidastella,5b011e59e7a23700396c85d5,40.835691,14.269972000000001,Cruise,Outside
Napoli,55e9aee0498e451000f2cff2,40.848541259765625,14.273696899414062,Auto Garage,Mercato
Ristorante Pizzeria Carmenella,4f72cd12be77a14fae3be27d,40.849373351486115,14.278514385223387,Italian Restaurant,Zona Industriale
Faro del Beverello - Porto di Napoli,4e51fba58877402b06e66fde,40.835204895344205,14.271763513660007,Lighthouse,Outside
Palazzo Salgar,56607c46498e6180b782f8f5,40.846070183893104,14.264163125532887,Hotel,Pendino
Casetta Rossa,5083fb13498e54db9e6c26e5,40.845203000000005,14.263285999999999,Restaurant,Pendino
Hotel Zara,4f232366e4b04b5524131c97,40.85397770157449,14.269210140953364,Hotel,San Lorenzo
Piazza Nicola Amore (Piazza Quattro Palazzi),4e284ad8d164bfc24f20ee2a,40.84759796606837,14.261615948349519,Plaza,Pendino
Pizzeria Vesuviana,4f6738b8e4b0788a91b6fc50,40.84908709855596,14.268344947990705,Pizza Place,Pendino
Tarantino Caffe,51569b2ce4b0e3e0a2ce4ae9,40.84593606581701,14.258816549907069,Coffee Shop,Pendino
H2C Hotel,4c4877d7889fc9b624f51934,40.84605873892757,14.264078150564325,Hotel,Pendino
Traghetto Napoli - Capri,506c4cf7e4b0befefa73e3b7,40.84296436373144,14.261002688053772,Boat or Ferry,Outside
Caremar,4f06c2b2e4b000dd73a0fa76,40.842517391928936,14.261025401351507,Boat or Ferry,Outside
Hotel Naples,4d4163541bd2a1431bc1fc7c,40.84508695223129,14.257613364166724,Hotel,Porto
caffe kenon,5629f65b498efcaed2d96d00,40.843696480886436,14.264006552753225,Coffee Shop,Pendino
Perfectoo,558e75ca498e00f473dbe968,40.844510154665386,14.256748556087935,Deli / Bodega,Porto
Imbarco TTT Lines,4d18d9d2e190721e80eb2421,40.84081635870695,14.260872086661275,Boat or Ferry,Outside
Snav,4c407094d691c9b6da258b0a,40.84080366981772,14.259832958061404,Boat or Ferry,Outside
Il Gelato Mennella,5b13d822e1f228002c4be187,40.844597,14.257241,Ice Cream Shop,Porto
Caffè Beverello,4de33e0852b1d38d2981f901,40.8384756989788,14.2552240367706,Bar,San Ferdinando
Pizzeria Napoli in Bocca,5284f236498e7b97a89f4a07,40.838053547400094,14.250122268507958,Pizza Place,San Ferdinando
Bar Brasiello,4c9b470a9c66370472945ffd,40.83843381308339,14.257896678319517,Café,San Ferdinando
Cafè Opera Scaturchio,52b87b40498ee1f551a896bb,40.837272999999996,14.249460000000001,Café,San Ferdinando
GayOdin,4cde751894c3b60cb76c65ea,40.83836482198275,14.248573373339234,Dessert Shop,San Ferdinando
Il Pomodorino,4c60592ade6920a12cb99564,40.83825096861886,14.25080656680136,Italian Restaurant,San Ferdinando
Pizza portafogli,57adba3c498ec1bb73317edf,40.838059,14.248656,Pizza Place,San Ferdinando
Hotel Art Resort Galleria Umberto I,4cb62cc586e09eb032a762e2,40.83828137675573,14.24928848336351,Hotel,San Ferdinando
Cup Cap's Coffee,50df1751e4b09f5e84b70b2e,40.83745349967035,14.249119851709493,Coffee Shop,San Ferdinando
Galleria Del Mare,4d8b591c5ecdf04dd271d18a,40.83824181763225,14.25869162872942,Shopping Mall,San Ferdinando
Rol,53a5c947498e60f10d72a8ae,40.830639978454776,14.244513779566866,Ice Cream Shop,San Ferdinando
Fantasia Gelati,518a37c1498e5bd6561689fa,40.835948820917636,14.245092293022001,Ice Cream Shop,Chiaia
Gusto & Gusto,4c404660a48d9c7477340c40,40.83000051957916,14.24568220074919,Italian Restaurant,San Ferdinando
Osteria Della Mattonella,500aa321e4b0546b28a1a353,40.83663004867032,14.244107659518695,Restaurant,Chiaia
Osteria Don Maccarone,510529f9e4b0f07417ea4a65,40.83631873014953,14.244950961080404,Mediterranean Restaurant,San Ferdinando
Nero | Sushi Japanese Restaurant,4d263388c0772c0f2ef89e88,40.83078366661661,14.244462518329456,Japanese Restaurant,San Ferdinando
Antonio & Antonio,4be323ddd27a20a1e858915b,40.8299974175364,14.245482609297188,Italian Restaurant,San Ferdinando
Brandi Pizzeria,4bb4f2c10fb7b7130db9bf8a,40.83669903282897,14.246855307671092,Pizza Place,San Ferdinando
Antica Trattoria da Ettore,50d734f129a650e0f0d2f65e,40.83560068106847,14.245892014395206,Trattoria/Osteria,San Ferdinando
Muu Muzzarella Lounge,5735b5ed498ee6c6ffaf0ee4,40.830063,14.245126999999998,Campanian Restaurant,San Ferdinando
Locanda N'Tretella,502b913ae4b050746e46b877,40.83677,14.2468,Italian Restaurant,San Ferdinando
Parthenope bar,5218e0be11d2af5328152809,40.830546834048455,14.244674029223555,Bar,San Ferdinando
Bar Parthenope,521ccb5111d235e735d0e662,40.83055175857799,14.244860118059055,Café,San Ferdinando
Mammina Autentica Trattoria Pizzeria,51b63699498e98d986d41785,40.83033633295389,14.244835755647404,Pizza Place,San Ferdinando
Regina Margherita,4c3f6ed0da3dc9281ae0c5b9,40.83007534179738,14.245141847517129,Italian Restaurant,San Ferdinando
Anema e Cozze,4c5c1e357f661b8d4096471c,40.83023508434214,14.244923672700319,Pizza Place,San Ferdinando
I Re di Napoli,4c12a24d7f7f2d7fe5aadd68,40.82999533173491,14.245601521634814,Pizza Place,San Ferdinando
Vanilla Cafè,4d2b82fd6e27a143d9523824,40.83075425840355,14.244531814557769,Café,San Ferdinando
MSC Fantasia,4f70a7b9e4b056aa958d7cdc,40.838455894607634,14.257737688764124,Boat or Ferry,San Ferdinando
Trattoria San Ferdinando,4f1d30e1e4b0bf762b009c9d,40.837347356755146,14.248357615821158,Trattoria/Osteria,San Ferdinando
Bar del Professore,4c1486cb82a3c9b6127bfdf8,40.837115480223815,14.248651979081774,Café,San Ferdinando
Piazza Trieste e Trento,4cb18473ef1b3704201d4400,40.837172866975706,14.248765554661816,Plaza,San Ferdinando
Monidee Cafè,520fa4b2498ef351a228c4b4,40.83731280221338,14.248753426315472,Café,San Ferdinando
Adidas Originals Store,4fe5ef12e4b03458434f75cd,40.8374054244976,14.248562610897745,Sporting Goods Shop,San Ferdinando
Caffè Rosati,4d8215c221c0b60cfa20e66f,40.837131998656005,14.248596234119821,Coffee Shop,San Ferdinando
Spuzzule,573f70f3498eae6ffd8a5c2d,40.838088,14.248182,Wine Bar,San Ferdinando
Kiko Make Up,514c8a68e4b0ef15035043a5,40.83821859780464,14.248448461052472,Cosmetics Shop,San Ferdinando
Ristorante da Ettore,4cdb211dfc9737041dfbcc05,40.832775676031844,14.249262285501088,Pizza Place,San Ferdinando
Borgo Antico,4d78dd77ece5a1cda8e09ba4,40.8316381332974,14.248690309766,Italian Restaurant,San Ferdinando
La Cantinella,4d3c1732457cb60cd0a6eca4,40.83219600769865,14.251219268172068,Italian Restaurant,San Ferdinando
La Piazzetta,4ebedda9be7b04923c05121b,40.83146039739459,14.2508318020194,Diner,San Ferdinando
Il Golfo di Napoli,54a8492a498e83d7143dc651,40.833130242191636,14.251752608862246,Pizza Place,San Ferdinando
Cavoli Nostri,5677200b498e301585578a59,40.83183287303729,14.250549273033304,Vegetarian / Vegan Restaurant,San Ferdinando
Ciro a Santa Lucia,52e514bf11d26559020510d7,40.832617538824536,14.249254714995056,Seafood Restaurant,San Ferdinando
lega navale Italiana Sez Napoli,4f6c373de4b0a6b770407786,40.83419256457659,14.251639436206979,Harbor / Marina,San Ferdinando
Caffé Moreno,4e2809af7d8b6133618811a9,40.833734255774594,14.2514520638236,Café,San Ferdinando
La Piazzetta Via Nazario Sauro,506d765ce4b0c6aad7aa429b,40.83171782872889,14.25095808325534,Pizza Place,San Ferdinando
Circolo Canottieri Napoli,4e763929b0fb9680338b1808,40.83354202001802,14.25178138514472,Harbor / Marina,San Ferdinando
Giardini del Molosiglio,5336f27111d2a2ad52796307,40.8328124148059,14.251696215765266,Garden,San Ferdinando
Snav Per Procida Molo Beverello,517a5606498eddea9f469e74,40.83696,14.254532000000001,Boat or Ferry,Outside
Molo Beverello,4c3ae8125810a593d6bfb93c,40.83777509886867,14.254889488220215,Pier,San Ferdinando
Rotonda di Via Nazario Sauro,55e5d8f6498e1a88c9f4d6a3,40.831659,14.251314,Harbor / Marina,San Ferdinando
Antichi Sapori,4fad1e1fe4b054e6d97aefe0,40.83343141988527,14.250000854637339,Italian Restaurant,San Ferdinando
Grand Hotel Santa Lucia,4bc8f78f762beee1e0c03d38,40.82993817602906,14.24918525588676,Hotel,San Ferdinando
Zio Jack,4c7a98c4278eb7132b9b5a80,40.83118558302266,14.249315397165567,Italian Restaurant,San Ferdinando
Gambrinus,4bd847eedc4b9521deb97888,40.836839647961995,14.248688671884064,Café,San Ferdinando
Ristorantino dell'Avvocato,511e3161e4b01379c6b55c35,40.83115158791351,14.248769286035369,Italian Restaurant,San Ferdinando
Officiana Ba-bar,57828863498e09910268005a,40.830221906193856,14.248647621750875,Wine Bar,San Ferdinando
La Cantina dei Lazzari,538b7675498e34b97ad5fb25,40.830586680675246,14.248621519492765,Diner,San Ferdinando
Hotel Excelsior,4bed78356e8c20a1c9637061,40.829938217014714,14.249721231144806,Hotel,San Ferdinando
Pizzeria Marino,4be32d80d27a20a1c272915b,40.831067267802354,14.248768276045844,Pizza Place,San Ferdinando
Il Soldino,504761f6e4b0511ad7079dd0,40.83714263319989,14.248119147362008,Pizza Place,San Ferdinando
Putipu',4ec57054f5b9b318401a8a05,40.83055145853752,14.250140463973056,Italian Restaurant,San Ferdinando
Plebiscito Cafè,4f732230e4b076a57c67ae38,40.83533343206259,14.249748689713893,Café,San Ferdinando
Il  Vero Bar del Professore,572b8602498e94c1e4dd56d9,40.837036,14.248403,Café,San Ferdinando
Ristorante Rosolino - Il posto Accanto,500bed92e4b0c2624392f7b1,40.83064554856175,14.250399627572632,Mediterranean Restaurant,San Ferdinando
Attori e Spettatori,4ec9727b0e6158ba00e6760d,40.83350767784247,14.250058919570101,Seafood Restaurant,San Ferdinando
Green Garden,4ebfef3cd3e3700a5b964d63,40.835111494809595,14.249946223488946,Café,San Ferdinando
Hotel Rex,4bc8f79c762beee1e9c03d38,40.8309287777701,14.249656572529931,Hotel,San Ferdinando
Café La Nuit,4dbd39f243a1d8504ba02886,40.830821553076355,14.25034745907229,Café,San Ferdinando
Rosolino,4c41f11b6c1a952101b3b96a,40.8305436,14.2502307,Italian Restaurant,San Ferdinando
Bar Tourist,4da6c1db0cb66f65870bac4c,40.83063051916574,14.24862447385145,Café,San Ferdinando
Middle Of The Sea,4e0dbb96c65ba20da218b551,40.83398757019854,14.271360323129992,Beach,Outside
Molo San Vincenzo,4cb85d7bbac937043c10dc7c,40.835373758826286,14.267112694185581,Boat or Ferry,Outside
Castel dell'Ovo,4c245c2cdb51952162f42b3a,40.829511336337646,14.247994235469802,Castle,San Ferdinando
Grand Hotel Vesuvio,4bc8f791762beee1e1c03d38,40.82989190629432,14.24808958359998,Hotel,San Ferdinando
La Bersagliera,4bf5304a94af2d7f10613b72,40.8295022710081,14.248428284508718,Italian Restaurant,San Ferdinando
Kukai Nibu,4c80175a2f1c236a0a882343,40.83758218392704,14.247621351919415,Japanese Restaurant,San Ferdinando
Hotel Royal Continental,4be32a32b02ec9b6a0be4ec0,40.829872489596994,14.247096907627899,Hotel,San Ferdinando
Nardones,4d6c011dc27aa35d8ed60812,40.837093262985604,14.246553182601929,Pizza Place,San Ferdinando
Al Barcadero,4c14af4ca5eb76b04820c2b7,40.829354640494635,14.247920820086653,Cafeteria,San Ferdinando
Zi Teresa,4c67d4408e9120a1f279db64,40.82952477727407,14.248131455204025,Italian Restaurant,San Ferdinando
La Scialuppa,4db9bde50cb6ddfae43b871e,40.82869861095773,14.248470738966933,Italian Restaurant,San Ferdinando
Trattoria ‘O Tabbaccaro,5339627d11d23a99a218654d,40.828639,14.248226999999998,Trattoria/Osteria,San Ferdinando
Harmony of the Seas,576d74ce498ec3ff8ad7270c,40.831008000000004,14.264731,Boat or Ferry,Outside
Viking Star,56d3e80dcd10bdb8dbf5a38e,40.835405,14.263326999999999,Boat or Ferry,Outside
Cantanapoli,4d4e78f5deabf04dc5ddc224,40.830401792810775,14.247579755877574,Italian Restaurant,San Ferdinando
Reale Yacht club Canottieri Savoia,55394588498ed19e77d9c59f,40.82957087956826,14.248669896544223,Harbor / Marina,San Ferdinando
James Joyce Irish Pub,4f50e1b5e4b049c0d7c02050,40.83613801703664,14.17719239402575,Gastropub,Bagnoli
Royal Park Campetti Calcio,4db9e0c36e815ab0de450457,40.837785,14.169107,Soccer Field,Bagnoli
Ippodromo di Agnano,51e25f44498ed57c53515cfa,40.83380470156397,14.164815754025856,Stables,Bagnoli
Ristorante Le due Palme,523ed0fc11d21bbec9cbb93f,40.828401,14.169213000000001,Restaurant,Bagnoli
Ippodromo,51815325498e9eddb6638827,40.833809,14.164647,Stables,Bagnoli
Arenile Reload,4bf068b724f020a1ff0e684f,40.812811405713866,14.165841967741446,Nightclub,Bagnoli
La Rotonda Belvedere,4c895cc86418a143f26fd6ce,40.815265659415324,14.162764119087074,Italian Restaurant,Bagnoli
Rosticceria Cinese,4e2b2c437d8b7deda6ce0799,40.813887992817,14.166302482819221,Chinese Restaurant,Bagnoli
Cumana Bagnoli (L7),4e32d41ccc3fda036b9b7ace,40.81532,14.166988,Light Rail Station,Bagnoli
JFC Café (Gas Station),4e50c3dee4cdc76dc9c44eee,40.820153635231854,14.164659371376604,Coffee Shop,Bagnoli
Bullon Gamma,5926305bb6eedb53945c83d5,40.82436,14.164579999999999,Furniture / Home Store,Bagnoli
Metro Bagnoli Agnano Terme (L2),4cb5a19f15a79521807d3805,40.81941488534738,14.166670069167196,Metro Station,Bagnoli
Zanichelli Editore,4ef46066a17cd725e3a15776,40.82441714405881,14.167417287826538,Bookstore,Bagnoli
Eden,4daa32020437dccbd80077b1,40.816160432742144,14.17332179844443,Dessert Shop,Bagnoli
Hotel villa,4bc88751dc55eee1f187e8ac,40.81583958430395,14.172075778500464,Hotel,Bagnoli
Trattoria Pizzeria Ricomincio da Tre,4ba1340ff964a520bda137e3,40.83513091641277,14.161173105239868,Pizza Place,Bagnoli
Show Bowl SRL,4dcd8dde8877851243e198bf,40.83150343225571,14.160287569060282,Bowling Alley,Bagnoli
Showball,5422ff2a498e4f4d55aeb341,40.83152023352913,14.160406729972866,Bowling Alley,Bagnoli
Bar Del Pino,4ea15e4702d529c1162676cf,40.83497031270319,14.161042256528852,Café,Bagnoli
"Riserva Statale dello Stato ""Cratere degli Astroni""",502f8185e4b0543f99273f67,40.84019433993182,14.159181079647796,Trail,Bagnoli
Il Braciere,4dc98af0c65bdbb2ee98738f,40.839193,14.160051999999999,Restaurant,Bagnoli
Terme di Agnano,4e5ba3d8813034cf45e439a9,40.827391799999994,14.171625800000001,Spa,Bagnoli
Montespina Park,4bc88770dc55eee10988e8ac,40.824350974758296,14.171187367633545,Hotel,Bagnoli
Hotel Terme di Agnano,4bcc615aaeaaeee16ef63d6d,40.827031454896655,14.17053577288651,Hotel,Bagnoli
Best Western San Germano,4dc2294fe4cda235454ec0d8,40.82396898889379,14.16974750267857,Hotel,Bagnoli
Cumana Agnano (L7),4d11a779c5556dcb11e4ca90,40.81761939240179,14.176477689595561,Light Rail Station,Fuorigrotta
Centro Sportivo Flegreo,4dd17e3dd164679b8d482f85,40.835948449363094,14.177476362697634,Soccer Field,Bagnoli
Città della Scienza,4c3d646ea97bbe9a5ad6fbdd,40.80503897700317,14.175296956121574,Science Museum,Bagnoli
toys center,4f526173e4b006151483ca82,40.83015513826287,14.186664286662744,Toy / Game Store,Bagnoli
Carabinieri Cafe,502ca73be4b0c5661b8e3819,40.822020585794334,14.165207295596135,Café,Bagnoli
NATO HQ Naples,4b5806f5f964a520074928e3,40.821051862694475,14.165410995483398,Gym,Bagnoli
Tenuta Astroni,51325daee4b0cfae51633eea,40.835499,14.164245999999999,Restaurant,Bagnoli
Ristorante Calasole,4d72ab15ec0754819ae08cbf,40.8041713083419,14.183726147469311,Restaurant,Posillipo
Green Park Tennis,4e839666dab4c2205b83acb7,40.80183497869945,14.183372604871032,Tennis Court,Posillipo
Villa del Vecchio Pozzo,50016645e4b0fbfbe940ad01,40.801408321098315,14.18391742970918,Italian Restaurant,Posillipo
Virgilius Cafè,4dc4806a1f6ef43b89fe1859,40.800981599053344,14.182481593740524,Café,Posillipo
La Pietra,4d7a342e022d6dcbbead8f7d,40.817347999999996,14.158942999999999,Restaurant,Outside
Fratelli la Bufala - Pozzuoli,4e3c3b62483b04e17a857808,40.81749560178545,14.158308506011965,Pizza Place,Outside
Città del Gusto,4dfdfdc8b3ad26d18ba01a84,40.80473899968368,14.174218724268307,Food Court,Bagnoli
Elettroforno,4df52a1c6284fefe8fc84400,40.81452346046654,14.207823993883151,Fast Food Restaurant,Posillipo
Bilancione,4c12ad3682a3c9b6a128faf8,40.81362626702187,14.207285986743608,Ice Cream Shop,Posillipo
Luoghi dell'amore di Loveville 2014 - Posillipo,5339a91b498e1b9bc4315a78,40.8154909262908,14.208595636490346,Palace,Posillipo
Miranapoli,4bec06f362c0c928e1c9e2d4,40.81472496321547,14.206072243932061,Café,Posillipo
Ristorante Reginella,4d3c2965d625224b279b8efa,40.81265045193272,14.207378464275141,Seafood Restaurant,Posillipo
Villa Mazzarella,4e0e0230d4c0f6d6b3f5926c,40.815375851661884,14.208578607738508,Italian Restaurant,Posillipo
Piazza San Luigi,4ca8d06ca643b71375d0e8a6,40.814372500759504,14.207590943602069,Plaza,Posillipo
Napoli,5804d820d67c985005acfa94,40.813633,14.208402,Pedestrian Plaza,Posillipo
Serpentone,4c4b79d646240f4708ad5df3,40.81538848031464,14.206606619932005,Café,Posillipo
Tennis Club Petrarca,50defb1fe4b0e03a25e70f94,40.814679,14.201747,Tennis Court,Posillipo
Augustus,517cf0fd498eaeaa0d243231,40.812606,14.203724,Dessert Shop,Posillipo
Al Faretto,5197e9f2498ec577d159c537,40.795887,14.193229999999998,Restaurant,Posillipo
Trattoria Cicciotto,4c8160db47cc224b79ba7b9f,40.79556851095396,14.192477789299009,Trattoria/Osteria,Posillipo
A' Fenestella a Marechiaro,4e4e727a6365e1419d020852,40.795293093635784,14.192342301125322,Italian Restaurant,Posillipo
Il Faretto,4cc33ff438aaa09388ba0b62,40.7960043810854,14.193060582249755,Seafood Restaurant,Posillipo
Al Faro,4fc666dce4b0b745a1e2f84d,40.796032658047594,14.192651937218592,Restaurant,Posillipo
Parco sommerso di Gaiola,4c54119f728920a12ab42082,40.79297888357522,14.187752012690249,Park,Outside
Spiaggia Gaiola,4fae6aa2e4b0fa27b85f9647,40.79268383961122,14.187665469102333,Beach,Posillipo
Villa Imperiale,4e4b8a301838fe3c81887fb2,40.79399898353102,14.189445249489337,Beach,Posillipo
Ristorante Palazzo Petrucci,5967c443a9e40247a73a45d9,40.821117,14.214374,Restaurant,Posillipo
Bagno Elena,4ca8ec55a6e08cfaed439494,40.82183486649938,14.215690782182786,Beach,Posillipo
Pausilya,4fc8fea1e4b03938347fec36,40.82111596370332,14.214254970657553,Spa,Posillipo
Circolo Nautico Posillipo,4ca8d25da643b71362d1e8a6,40.822310886084615,14.217496274891547,Pier,Posillipo
Largo Sermoneta,51175297e4b0030c4eb5ab0f,40.82340905546229,14.219170882889555,Plaza,Chiaia
Giuseppone A Mare,4d59a543296d54813e295bb1,40.802320676593105,14.206807628621506,Italian Restaurant,Posillipo
Teatro Posillipo,4d178863b870a090f1fbf658,40.80314542289879,14.196960363378876,Nightclub,Posillipo
Porto di Santa Lucia,4f6796f9e4b0e30d237500fc,40.80345471108856,14.198384425842018,Harbor / Marina,Posillipo
Riva Fiorita,4c94e41a94a0236af5a99012,40.80288018546932,14.206819737831607,Harbor / Marina,Outside
Villa Diamante,4d5b9dc69c31b60c6190abee,40.8218537712182,14.209778903238295,Restaurant,Posillipo
Gran Caffé Cimmino,4e67aef4b9939a72b3243b0e,40.820493273179814,14.211029455086472,Café,Posillipo
Via Manzoni,4ec6a85d99115348d80c8955,40.82333790624314,14.21039501936318,Road,Posillipo
Osteria dieci pasta & ceci,4eade85da17c199864ed05ae,40.82550888798437,14.203345200787375,Italian Restaurant,Fuorigrotta
MD Discount Store,4e0cb00318a89ad0106c66ea,40.82512915768632,14.202743541555927,Grocery Store,Fuorigrotta
Parco Virgiliano,4b92fc1af964a5208f2c34e3,40.7997647822108,14.181238727651474,Park,Posillipo
Lucrezio Cafè,51005b31e4b093be57e7dadc,40.79933634658464,14.18190272325385,Cocktail Bar,Posillipo
Strato,4dce9d2bfa7664b7c6abbd5b,40.79867344518517,14.17873032776046,Food Truck,Posillipo
Ristorante Il Poeta,4e7088c1c65b340cde6f1172,40.8040220517535,14.20086479177622,Food,Posillipo
Villa Fattorusso,50633614e4b0fc3b11c13095,40.80348308205853,14.201193996900587,Restaurant,Posillipo
Ristorante Rosiello,4dbc8390432d6a71bf66014d,40.80116144199568,14.19006387920789,Italian Restaurant,Posillipo
Marechiaro Villa & Relais,54da11ea498eb053940f14bc,40.802084,14.193401999999999,Bed & Breakfast,Posillipo
Lido Sirena,4d6a37151a88b1f7b234355d,40.818962659209525,14.21410170590018,Beach,Outside
Miranapoli,4ee1002d8231e61c74d176f6,40.80576972047713,14.187759639014535,Café,Posillipo
Eccellenze Campane,52da75cf11d268b3dc522787,40.84828725830935,14.282948985295016,Gourmet Shop,Zona Industriale
Glamour Napoli,51ccb336498eeab36050b63a,40.844168456504974,14.283297511131199,Gift Shop,Zona Industriale
Hotel Tiempo,505b51b8e4b03f67296b8ec8,40.8491006124065,14.287780489467773,Bed & Breakfast,Zona Industriale
Magri's Hotel Naples,4bc887abdc55eee13d88e8ac,40.84953266835935,14.287871103097675,Hotel,Zona Industriale
Circumvesuviana Via Gianturco (L4),4ec96c776d86ae342b18a78a,40.84603774288771,14.287140369415285,Light Rail Station,Zona Industriale
La Scottona Napoli,539ae358498e6ead0c5ed12a,40.84998202107133,14.288921356201172,Restaurant,Zona Industriale
Sant'Erasmo,4c5555f0a724e21e32bce5f7,40.8449283628021,14.28470028067112,Plaza,Zona Industriale
AIDAblu,5215b8e311d25b8fdc032d37,40.8427281584591,14.28575752303,Cruise,Zona Industriale
La Focacceria,4ea1551dd3e32e68677d3f85,40.85039196248106,14.289238077785392,Pizza Place,Zona Industriale
Officina99,4fd3ab0de4b05b989d130b23,40.8509359559465,14.289062015417759,Historic Site,Zona Industriale
Binario 12,502bba86e4b061bcc89f7e13,40.85373985566038,14.283462208064174,Platform,Zona Industriale
Stazione Napoli Gianturco,4ef181cd0e61654156efdc4d,40.853863466977565,14.28854518841506,Train Station,Zona Industriale
A.S. Assistance Noleggio Autogru,5abdccb516ef67334bad7229,40.85348,14.29909,Rental Service,Barra
Caffè del Mar,4f859bcae4b019ac20c64a10,40.8488946927895,14.283291831929965,Italian Restaurant,Zona Industriale
A'pret'o'pesce aka Mercato Ittico (Fish Market),4e4d7f0c18a84d8280dedd11,40.8466549143745,14.277720643025331,Shop & Service,Zona Industriale
Harmont & Blaine,4fae9a14e4b05b8b55f5e00f,40.843529288340356,14.281747097478798,Boutique,Zona Industriale
Ecem KALKAVAN,510ce310e4b0f11002188fdf,40.840101426288406,14.282718233754384,Boat or Ferry,Outside
Cucine Lube Napoli,58b14dd11174207840386b84,40.8431,14.286270000000002,Furniture / Home Store,Zona Industriale
De Riso Group,4e32c5eab3ad709bd62b4de2,40.842434123036774,14.287827014923096,Furniture / Home Store,Zona Industriale
hotel le orchidee,4f8eca3fe4b032175a5df700,40.84380074515646,14.256204584202225,Bed & Breakfast,Porto
Nave SNAV Napoli - Palermo,502de9f8e4b06a779d5fc650,40.83954873486299,14.257714975984824,Boat or Ferry,Outside
Norwegian Epic,4e43628ee4cd394059dd7191,40.838627068679465,14.259100462077413,Boat or Ferry,San Ferdinando
Stazione Marittima,4e7c3acf7d8b036e53d4aab9,40.83827955906713,14.258345256939947,Harbor / Marina,San Ferdinando
Pizzeria Cantanapoli,4f40236be4b0295028b9ac49,40.83815623054677,14.25914020982592,Pizza Place,San Ferdinando
